thread_name,thread_url
help with dashboard template,https://www.forexfactory.com/thread/1215129-help-with-dashboard-template
Modified Trading Dashboard and Several Indicators,https://www.forexfactory.com/thread/1106060-modified-trading-dashboard-and-several-indicators
Drag and Drop Limit Entry 200 Ticket Super Script and Others,https://www.forexfactory.com/thread/1215292-drag-and-drop-limit-entry-200-ticket-super
How do you know an EA isnt a virus?,https://www.forexfactory.com/thread/1214745-how-do-you-know-an-ea-isnt-a
Simple Grid EA request for ranging markets,https://www.forexfactory.com/thread/1215252-simple-grid-ea-request-for-ranging-markets
VPS Providers,https://www.forexfactory.com/thread/1215167-vps-providers
Custom Candle MT4,https://www.forexfactory.com/thread/744612-custom-candle-mt4
MT4 on Android behind firewall issue,https://www.forexfactory.com/thread/1214938-mt4-on-android-behind-firewall-issue
Adjust Daily Open Indi into Monthly and Weekly Open,https://www.forexfactory.com/thread/1214844-adjust-daily-open-indi-into-monthly-and-weekly
Hidden Candles on MT4,https://www.forexfactory.com/thread/1014772-hidden-candles-on-mt4
Need H/L/C indicator for previous day please,https://www.forexfactory.com/thread/244873-need-hlc-indicator-for-previous-day-please
MT4 Save Charts Indicator,https://www.forexfactory.com/thread/764778-mt4-save-charts-indicator
H1 Candle High/Low Indicator,https://www.forexfactory.com/thread/470598-h1-candle-highlow-indicator
Renko + normal candles,https://www.forexfactory.com/thread/654117-renko-normal-candles
Color indicator in area between two moving averages,https://www.forexfactory.com/thread/329313-color-indicator-in-area-between-two-moving-averages
Indicator request,https://www.forexfactory.com/thread/426123-indicator-request
Setting up your MT4 email,https://www.forexfactory.com/thread/192733-setting-up-your-mt4-email
MQL$ - Persistent Variable After Input Change,https://www.forexfactory.com/thread/1214009-mql-persistent-variable-after-input-change
Am I the only one who built a custom swing trading algo?,https://www.forexfactory.com/thread/1212050-am-i-the-only-one-who-built-a
Expert Advisor written by ChatGPT without indicators,https://www.forexfactory.com/thread/1213767-expert-advisor-written-by-chatgpt-without-indicators
MQL4/5 Code Corner,https://www.forexfactory.com/thread/1210894-mql45-code-corner
MT5 Blessing27 EA - 2 magic no. in 1 acct,https://www.forexfactory.com/thread/1213930-mt5-blessing27-ea-2-magic-no-in
Disable the Auto Live Update Function in MetaTrader 4,https://www.forexfactory.com/thread/1208957-disable-the-auto-live-update-function-in-metatrader
New FFx standard indicators,https://www.forexfactory.com/thread/418662-new-ffx-standard-indicators
EA that repeat same order,https://www.forexfactory.com/thread/1133686-ea-that-repeat-same-order
Backtesting only for specific times,https://www.forexfactory.com/thread/1213727-backtesting-only-for-specific-times
BestTraderEv Repository,https://www.forexfactory.com/thread/1186273-besttraderev-repository
How to move one candle at a time,https://www.forexfactory.com/thread/12029-how-to-move-one-candle-at-a-time
TestGenerator: unmatched data error,https://www.forexfactory.com/thread/47646-testgenerator-unmatched-data-error
z-score converted from Tradingview to MT5,https://www.forexfactory.com/thread/1212262-z-score-converted-from-tradingview-to-mt5
How do I get the green column and the red column?,https://www.forexfactory.com/thread/1213340-how-do-i-get-the-green-column-and
Looking for 50% of candle indicator,https://www.forexfactory.com/thread/563442-looking-for-50-of-candle-indicator
How to copy whole MT4-Installation on vps?,https://www.forexfactory.com/thread/1212965-how-to-copy-whole-mt4-installation-on-vps
Coding question,https://www.forexfactory.com/thread/162996-coding-question
Strategy behind 1 EA (buy only) and 1 EA (sell only),https://www.forexfactory.com/thread/1131209-strategy-behind-1-ea-buy-only-and-1
Simple zigzag Expert Advisor - need help,https://www.forexfactory.com/thread/801159-simple-zigzag-expert-advisor-need-help
28 Pairs Trading Panel (Multi-pairs),https://www.forexfactory.com/thread/1212724-28-pairs-trading-panel-multi-pairs
Fibonacci levels based on Daily Range indicator,https://www.forexfactory.com/thread/424547-fibonacci-levels-based-on-daily-range-indicator
Combining 2 or more indicators into one,https://www.forexfactory.com/thread/1155008-combining-2-or-more-indicators-into-one
Multicolor Fibonacci Retracement Tool,https://www.forexfactory.com/thread/547435-multicolor-fibonacci-retracement-tool
Need Swing High/low indicator for mt4,https://www.forexfactory.com/thread/411874-need-swing-highlow-indicator-for-mt4
MT4 slow? Test if your OnChartEvent is compatible with others,https://www.forexfactory.com/thread/1210964-mt4-slow-test-if-your-onchartevent-is-compatible
MACD Multitype : SMA/EMA/SMMA/LWMA/HMA,https://www.forexfactory.com/thread/996591-macd-multitype-smaemasmmalwmahma
Spaced Lines (v 3.0) indicator thread,https://www.forexfactory.com/thread/279644-spaced-lines-v-30-indicator-thread
Looking for Weis Wave indicator MT4,https://www.forexfactory.com/thread/411153-looking-for-weis-wave-indicator-mt4
MarginTrader EA,https://www.forexfactory.com/thread/954503-margintrader-ea
TOP 100 best indicators: post good indicators here,https://www.forexfactory.com/thread/767254-top-100-best-indicators-post-good-indicators-here
I'm looking for automatic time frame switcher,https://www.forexfactory.com/thread/264361-im-looking-for-automatic-time-frame-switcher
Replacement for Metatrader 4 and 5 sounds,https://www.forexfactory.com/thread/1212109-replacement-for-metatrader-4-and-5-sounds
[Script] Change timeframes on all open charts,https://www.forexfactory.com/thread/481938-script-change-timeframes-on-all-open-charts
Most accurate ZigZag indicator?,https://www.forexfactory.com/thread/712489-most-accurate-zigzag-indicator
My Last Humble Request,https://www.forexfactory.com/thread/908563-my-last-humble-request
Can MT4/MT5 Brokers steal Indi/EAs?,https://www.forexfactory.com/thread/856411-can-mt4mt5-brokers-steal-indieas
H4 candles on H1 timeframe,https://www.forexfactory.com/thread/506418-h4-candles-on-h1-timeframe
Pip value and margin per lot monitor,https://www.forexfactory.com/thread/990783-pip-value-and-margin-per-lot-monitor
How can I change MT4 app setting,https://www.forexfactory.com/thread/1210549-how-can-i-change-mt4-app-setting
Renko chart for MT5,https://www.forexfactory.com/thread/1211761-renko-chart-for-mt5
calling scripts from indicator,https://www.forexfactory.com/thread/855500-calling-scripts-from-indicator
N-Second Chart Creator EA,https://www.forexfactory.com/thread/601429-n-second-chart-creator-ea
HiLo & Mid Session Indicator,https://www.forexfactory.com/thread/704496-hilo-mid-session-indicator
MT4 Order Plugin: Trade by lines with risk based lot sizing,https://www.forexfactory.com/thread/281772-mt4-order-plugin-trade-by-lines-with-risk
Auto SL/TP EA for MT5..  Maybe Trailing stop included?,https://www.forexfactory.com/thread/935858-auto-sltp-ea-for-mt5-maybe-trailing
HH HL LH LL indicator,https://www.forexfactory.com/thread/279551-hh-hl-lh-ll-indicator
Breakeven EA MT5,https://www.forexfactory.com/thread/1211003-breakeven-ea-mt5
Support and Resistance (Barry) indicator,https://www.forexfactory.com/thread/49484-support-and-resistance-barry-indicator
Metatrader 5 auto insert stop loss!,https://www.forexfactory.com/thread/408646-metatrader-5-auto-insert-stop-loss
Pair Strength Analyzer indicator,https://www.forexfactory.com/thread/513671-pair-strength-analyzer-indicator
XTrader MT5 trading assistant EA#1,https://www.forexfactory.com/thread/1210174-xtrader-mt5-trading-assistant-ea1
Trade Management Software For Mt4,https://www.forexfactory.com/thread/578907-trade-management-software-for-mt4
Trading News - FF Calendar web scraper,https://www.forexfactory.com/thread/1209566-trading-news-ff-calendar-web-scraper
Need help to get result in % instead of difference in number,https://www.forexfactory.com/thread/1210146-need-help-to-get-result-in-instead
Please help to convert this indicator from MT4 to MT5,https://www.forexfactory.com/thread/1210173-please-help-to-convert-this-indicator-from-mt4
EA for auto %risk calculator,https://www.forexfactory.com/thread/1210158-ea-for-auto-risk-calculator
RSI colored block indicator...,https://www.forexfactory.com/thread/52244-rsi-colored-block-indicator
Need help to modify this MT5 indicator a little bit,https://www.forexfactory.com/thread/1210116-need-help-to-modify-this-mt5-indicator-a
show pips or points on trendline after being drawn,https://www.forexfactory.com/thread/1203541-show-pips-or-points-on-trendline-after-being
Issues with PostMessageW in MQL4,https://www.forexfactory.com/thread/981735-issues-with-postmessagew-in-mql4
Ichimoku Cloud Breakout Indicator,https://www.forexfactory.com/thread/1007512-ichimoku-cloud-breakout-indicator
MT4 600+ compile and decompile,https://www.forexfactory.com/thread/658526-mt4-600-compile-and-decompile
New High / New Low Indicator,https://www.forexfactory.com/thread/974908-new-high-new-low-indicator
Requesting 4H Candle Open Line Indicator,https://www.forexfactory.com/thread/1001547-requesting-4h-candle-open-line-indicator
Any MT4 live statement analyzer that shows equity drawdown?,https://www.forexfactory.com/thread/1209323-any-mt4-live-statement-analyzer-that-shows-equity
Equity Drawdown Indicator,https://www.forexfactory.com/thread/1013036-equity-drawdown-indicator
multiple timeframe candle colours panel,https://www.forexfactory.com/thread/1209775-multiple-timeframe-candle-colours-panel
I need some help to modify my indicator(s),https://www.forexfactory.com/thread/1209749-i-need-some-help-to-modify-my-indicators
Help finding the Hoffman indicator,https://www.forexfactory.com/thread/1209729-help-finding-the-hoffman-indicator
How to show a blank Variable In Inputs Setting?,https://www.forexfactory.com/thread/1062279-how-to-show-a-blank-variable-in-inputs
Dashboard for MT5,https://www.forexfactory.com/thread/1209581-dashboard-for-mt5
ADX Power,https://www.forexfactory.com/thread/216317-adx-power
Looking for interested coders for candle high low,https://www.forexfactory.com/thread/1076539-looking-for-interested-coders-for-candle-high-low
Where could I get FX exotic options data?,https://www.forexfactory.com/thread/1209235-where-could-i-get-fx-exotic-options-data
Volatility Indicator,https://www.forexfactory.com/thread/1209322-volatility-indicator
Simple EA request,https://www.forexfactory.com/thread/1209308-simple-ea-request
Recent Zones,https://www.forexfactory.com/thread/1206435-recent-zones
Candle Pip Counter in MT4,https://www.forexfactory.com/thread/477614-candle-pip-counter-in-mt4
Need help with this scalper EA,https://www.forexfactory.com/thread/1209139-need-help-with-this-scalper-ea
Indicator Data removal from top left corner of chart,https://www.forexfactory.com/thread/1208986-indicator-data-removal-from-top-left-corner-of
Need help on converting mq4 to mq5,https://www.forexfactory.com/thread/1059102-need-help-on-converting-mq4-to-mq5
Grid EA with Stop Loss?,https://www.forexfactory.com/thread/1073756-grid-ea-with-stop-loss
How to move canvas from the CCanvas library?,https://www.forexfactory.com/thread/1208985-how-to-move-canvas-from-the-ccanvas-library
How to setup a trading MT4 Server?,https://www.forexfactory.com/thread/244457-how-to-setup-a-trading-mt4-server
Automatic Fibonacci indicator,https://www.forexfactory.com/thread/261217-automatic-fibonacci-indicator
Easiest way to count bars from X to Current Time?,https://www.forexfactory.com/thread/564346-easiest-way-to-count-bars-from-x-to
ZigZag ea,https://www.forexfactory.com/thread/993885-zigzag-ea
Nothing - EAs,https://www.forexfactory.com/thread/1208960-nothing-eas
Color Levels Indicator?,https://www.forexfactory.com/thread/701432-color-levels-indicator
"Automated ""per-week"" MT4 backtesting?",https://www.forexfactory.com/thread/1095066-automated-per-week-mt4-backtesting
Market Profile and MT4,https://www.forexfactory.com/thread/89779-market-profile-and-mt4
EA That trails stop behind high/low of previous bar,https://www.forexfactory.com/thread/278432-ea-that-trails-stop-behind-highlow-of-previous
Help with MT4 charts,https://www.forexfactory.com/thread/1208433-help-with-mt4-charts
Gann Square of 9 MT4 EA,https://www.forexfactory.com/thread/1157581-gann-square-of-9-mt4-ea
Trading Dashboard For Currency Basket Trader (EA),https://www.forexfactory.com/thread/594399-trading-dashboard-for-currency-basket-trader-ea
Reporting Software as EA or Indicator?,https://www.forexfactory.com/thread/1208781-reporting-software-as-ea-or-indicator
auto enable or disable automated trading button EA help?,https://www.forexfactory.com/thread/980666-auto-enable-or-disable-automated-trading-button-ea
